Job Number,Part Number,Due Date,Priority,Quantity,WorkCenter,Run Time,Setup Time,Place,Customer
MO-250317000687,M0102-2159,20/08/2025,4486,2,小立加_北京,7.5,0.4,北京,0
MO-250317000686,M0102-2159,20/08/2025,4487,2,小立加_北京,7.5,0.4,北京,0
MO-250317000685,M0102-2159,20/08/2025,4488,2,小立加_北京,7.5,0.4,北京,0
MO-250317000684,M0102-2159,20/08/2025,4489,2,小立加_北京,7.5,0.4,北京,0
MO-250317000683,M0102-2159,20/08/2025,4490,2,小立加_北京,7.5,0.4,北京,0
MO-250317000682,M0102-2159,20/08/2025,4491,2,小立加_北京,7.5,0.4,北京,0
MO-250317000681,M0102-2159,20/08/2025,4492,2,小立加_北京,7.5,0.4,北京,0
MO-250317000680,M0102-2159,20/08/2025,4493,2,小立加_北京,7.5,0.4,北京,0
MO-250317000679,M0102-2159,20/08/2025,4494,2,小立加_北京,7.5,0.4,北京,0
MO-250317000678,M0102-2159,20/08/2025,4495,2,小立加_北京,7.5,0.4,北京,0
MO-250317000677,M0102-2159,20/08/2025,4496,2,小立加_北京,7.5,0.4,北京,0
MO-250317000676,M0102-2159,20/08/2025,4497,2,小立加_北京,7.5,0.4,北京,0
MO-250317000675,M0102-2159,20/08/2025,4498,2,小立加_北京,7.5,0.4,北京,0
MO-250317000674,M0102-2159,20/08/2025,4499,2,小立加_北京,7.5,0.4,北京,0
MO-250317000673,M0102-2159,20/08/2025,4500,2,小立加_北京,7.5,0.4,北京,0
MO-250317000672,M0102-2159,20/08/2025,4501,2,小立加_北京,7.5,0.4,北京,0
MO-250317000671,M0102-2159,20/08/2025,4502,2,小立加_北京,7.5,0.4,北京,0
MO-250317000670,M0102-2159,20/08/2025,4503,2,小立加_北京,7.5,0.4,北京,0
MO-250317000669,M0102-2159,20/08/2025,4504,2,小立加_北京,7.5,0.4,北京,0
MO-250317000668,M0102-2159,20/08/2025,4505,2,小立加_北京,7.5,0.4,北京,0
MO-250317000667,M0102-2159,20/08/2025,4506,2,小立加_北京,7.5,0.4,北京,0
MO-250317000666,M0102-2159,20/08/2025,4507,2,小立加_北京,7.5,0.4,北京,0
MO-250317000665,M0102-2159,20/08/2025,4508,2,小立加_北京,7.5,0.4,北京,0
MO-250317000664,M0102-2159,20/08/2025,4509,2,小立加_北京,7.5,0.4,北京,0
MO-250317000663,M0102-2159,20/08/2025,4510,2,小立加_北京,7.5,0.4,北京,0
MO-250317000662,M0102-2159,20/08/2025,4511,2,小立加_北京,7.5,0.4,北京,0
MO-250317000661,M0102-2159,20/08/2025,4512,2,小立加_北京,7.5,0.4,北京,0
MO-250317000660,M0102-2159,20/08/2025,4513,2,小立加_北京,7.5,0.4,北京,0
MO-250317000659,M0102-2159,20/08/2025,4514,2,小立加_北京,7.5,0.4,北京,0
MO-250317000658,M0102-2159,20/08/2025,4515,2,小立加_北京,7.5,0.4,北京,0
MO-250317000657,M0102-2159,20/08/2025,4516,2,小立加_北京,7.5,0.4,北京,0
MO-250317000656,M0102-2159,20/08/2025,4517,2,小立加_北京,7.5,0.4,北京,0
MO-250317000655,M0102-2159,20/08/2025,4518,2,小立加_北京,7.5,0.4,北京,0
MO-250317000654,M0102-2159,20/08/2025,4519,2,小立加_北京,7.5,0.4,北京,0
MO-250317000653,M0102-2159,20/08/2025,4520,2,小立加_北京,7.5,0.4,北京,0
MO-250317000652,M0102-2159,20/08/2025,4521,2,小立加_北京,7.5,0.4,北京,0
MO-250317000651,M0102-2159,20/08/2025,4522,2,小立加_北京,7.5,0.4,北京,0
MO-250317000650,M0102-2159,20/08/2025,4523,2,小立加_北京,7.5,0.4,北京,0
MO-250317000649,M0102-2159,20/08/2025,4524,2,小立加_北京,7.5,0.4,北京,0
MO-250317000648,M0102-2159,20/08/2025,4525,2,小立加_北京,7.5,0.4,北京,0
MO-250317000647,M0102-2159,20/08/2025,4526,2,小立加_北京,7.5,0.4,北京,0
MO-250317000646,M0102-2159,20/08/2025,4527,2,小立加_北京,7.5,0.4,北京,0
MO-250317000645,M0102-2159,20/08/2025,4528,2,小立加_北京,7.5,0.4,北京,0
MO-250317000644,M0102-2159,20/08/2025,4529,2,小立加_北京,7.5,0.4,北京,0
MO-250317000643,M0102-2159,20/08/2025,4530,2,小立加_北京,7.5,0.4,北京,0
MO-250317000642,M0102-2159,20/08/2025,4531,2,小立加_北京,7.5,0.4,北京,0
MO-250317000641,M0102-2159,20/08/2025,4532,2,小立加_北京,7.5,0.4,北京,0
MO-250317000640,M0102-2159,20/08/2025,4533,2,小立加_北京,7.5,0.4,北京,0
MO-250317000639,M0102-2159,20/08/2025,4534,2,小立加_北京,7.5,0.4,北京,0
MO-250317000638,M0102-2159,20/08/2025,4535,2,小立加_北京,7.5,0.4,北京,0
MO-250317000637,M0102-2159,20/08/2025,4536,2,小立加_北京,7.5,0.4,北京,0
MO-250317000636,M0102-2159,20/08/2025,4537,2,小立加_北京,7.5,0.4,北京,0
MO-250317000635,M0102-2159,20/08/2025,4538,2,小立加_北京,7.5,0.4,北京,0
MO-250317000634,M0102-2159,20/08/2025,4539,2,小立加_北京,7.5,0.4,北京,0
MO-250317000633,M0102-2159,20/08/2025,4540,2,小立加_北京,7.5,0.4,北京,0
MO-250317000632,M0102-2159,20/08/2025,4541,2,小立加_北京,7.5,0.4,北京,0
MO-250317000631,M0102-2159,20/08/2025,4542,2,小立加_北京,7.5,0.4,北京,0
MO-250317000630,M0102-2159,20/08/2025,4543,2,小立加_北京,7.5,0.4,北京,0
MO-250317000629,M0102-2159,20/08/2025,4544,2,小立加_北京,7.5,0.4,北京,0
MO-250317000628,M0102-2159,20/08/2025,4545,2,小立加_北京,7.5,0.4,北京,0
MO-250317000627,M0102-2159,20/08/2025,4546,2,小立加_北京,7.5,0.4,北京,0
MO-250317000626,M0102-2159,20/08/2025,4547,2,小立加_北京,7.5,0.4,北京,0
MO-250317000625,M0102-2159,20/08/2025,4548,2,小立加_北京,7.5,0.4,北京,0
MO-250317000624,M0102-2159,20/08/2025,4549,2,小立加_北京,7.5,0.4,北京,0
MO-250317000623,M0102-2159,20/08/2025,4550,2,小立加_北京,7.5,0.4,北京,0
MO-250317000622,M0102-2159,20/08/2025,4551,2,小立加_北京,7.5,0.4,北京,0
MO-250317000621,M0102-2159,20/08/2025,4552,2,小立加_北京,7.5,0.4,北京,0
MO-250317000620,M0102-2159,20/08/2025,4553,2,小立加_北京,7.5,0.4,北京,0
MO-250317000619,M0102-2159,20/08/2025,4554,2,小立加_北京,7.5,0.4,北京,0
MO-250317000618,M0102-2159,20/08/2025,4555,2,小立加_北京,7.5,0.4,北京,0
MO-250317000617,M0102-2159,20/08/2025,4556,2,小立加_北京,7.5,0.4,北京,0
MO-250317000616,M0102-2159,20/08/2025,4557,2,小立加_北京,7.5,0.4,北京,0
MO-250317000615,M0102-2159,20/08/2025,4558,2,小立加_北京,7.5,0.4,北京,0
MO-250317000614,M0102-2159,20/08/2025,4559,2,小立加_北京,7.5,0.4,北京,0
MO-250317000613,M0102-2159,20/08/2025,4560,2,小立加_北京,7.5,0.4,北京,0
MO-250317000612,M0102-2159,20/08/2025,4561,2,小立加_北京,7.5,0.4,北京,0
MO-250317000611,M0102-2159,20/08/2025,4562,2,小立加_北京,7.5,0.4,北京,0
MO-250317000610,M0102-2159,20/08/2025,4563,2,小立加_北京,7.5,0.4,北京,0
MO-250317000609,M0102-2159,20/08/2025,4564,2,小立加_北京,7.5,0.4,北京,0
MO-250317000608,M0102-2159,20/08/2025,4565,2,小立加_北京,7.5,0.4,北京,0
MO-250317000607,M0102-2159,20/08/2025,4566,2,小立加_北京,7.5,0.4,北京,0
MO-250317000606,M0102-2159,20/08/2025,4567,2,小立加_北京,7.5,0.4,北京,0
MO-250317000605,M0102-2159,20/08/2025,4568,2,小立加_北京,7.5,0.4,北京,0
MO-250317000604,M0102-2159,20/08/2025,4569,2,小立加_北京,7.5,0.4,北京,0
MO-250317000603,M0102-2159,20/08/2025,4570,2,小立加_北京,7.5,0.4,北京,0
MO-250317000602,M0102-2159,20/08/2025,4571,2,小立加_北京,7.5,0.4,北京,0
MO-250317000601,M0102-2159,20/08/2025,4572,2,小立加_北京,7.5,0.4,北京,0
MO-250317000600,M0102-2159,20/08/2025,4573,2,小立加_北京,7.5,0.4,北京,0
MO-250317000599,M0102-2159,20/08/2025,4574,2,小立加_北京,7.5,0.4,北京,0
MO-250317000598,M0102-2159,20/08/2025,4575,2,小立加_北京,7.5,0.4,北京,0
MO-250317000597,M0102-2159,20/08/2025,4576,2,小立加_北京,7.5,0.4,北京,0
MO-250317000596,M0102-2159,20/08/2025,4577,2,小立加_北京,7.5,0.4,北京,0
MO-250317000595,M0102-2159,20/08/2025,4578,2,小立加_北京,7.5,0.4,北京,0
MO-250317000594,M0102-2159,20/08/2025,4579,2,小立加_北京,7.5,0.4,北京,0
MO-250317000593,M0102-2159,20/08/2025,4580,2,小立加_北京,7.5,0.4,北京,0
MO-250317000592,M0102-2159,20/08/2025,4581,2,小立加_北京,7.5,0.4,北京,0
MO-250317000591,M0102-2159,20/08/2025,4582,2,小立加_北京,7.5,0.4,北京,0
MO-250317000590,M0102-2159,20/08/2025,4583,2,小立加_北京,7.5,0.4,北京,0
MO-250317000588,M0102-2159,20/08/2025,4584,2,小立加_北京,7.5,0.4,北京,0
MO-250317000587,M0102-2159,20/08/2025,4585,2,小立加_北京,7.5,0.4,北京,0
MO-250317000585,M0102-2159,20/08/2025,4586,2,小立加_北京,7.5,0.4,北京,0
MO-250317000584,M0102-2159,20/08/2025,4587,2,小立加_北京,7.5,0.4,北京,0
MO-250317000583,M0102-2159,20/08/2025,4588,2,小立加_北京,7.5,0.4,北京,0
MO-250317000582,M0102-2159,20/08/2025,4589,2,小立加_北京,7.5,0.4,北京,0
MO-250317000581,M0102-2159,20/08/2025,4590,2,小立加_北京,7.5,0.4,北京,0
MO-250317000580,M0102-2159,20/08/2025,4591,2,小立加_北京,7.5,0.4,北京,0
MO-250317000579,M0102-2159,20/08/2025,4592,2,小立加_北京,7.5,0.4,北京,0
MO-250317000578,M0102-2159,20/08/2025,4593,2,小立加_北京,7.5,0.4,北京,0
MO-250317000577,M0102-2159,20/08/2025,4594,2,小立加_北京,7.5,0.4,北京,0
MO-250317000576,M0102-2159,20/08/2025,4595,2,小立加_北京,7.5,0.4,北京,0
MO-250317000575,M0102-2159,20/08/2025,4596,2,小立加_北京,7.5,0.4,北京,0
MO-250317000574,M0102-2159,20/08/2025,4597,2,小立加_北京,7.5,0.4,北京,0
MO-250317000573,M0102-2159,20/08/2025,4598,2,小立加_北京,7.5,0.4,北京,0
MO-250317000572,M0102-2159,20/08/2025,4599,2,小立加_北京,7.5,0.4,北京,0
MO-250317000571,M0102-2159,20/08/2025,4600,2,小立加_北京,7.5,0.4,北京,0
MO-250317000569,M0102-2159,20/08/2025,4601,2,小立加_北京,7.5,0.4,北京,0
MO-250317000568,M0102-2159,20/08/2025,4602,2,小立加_北京,7.5,0.4,北京,0
MO-250317000567,M0102-2159,20/08/2025,4603,2,小立加_北京,7.5,0.4,北京,0
MO-250317000566,M0102-2159,20/08/2025,4604,2,小立加_北京,7.5,0.4,北京,0
MO-250317000565,M0102-2159,20/08/2025,4605,2,小立加_北京,7.5,0.4,北京,0
MO-250317000564,M0102-2159,20/08/2025,4606,2,小立加_北京,7.5,0.4,北京,0
MO-250317000563,M0102-2159,20/08/2025,4607,2,小立加_北京,7.5,0.4,北京,0
MO-250317000562,M0102-2159,20/08/2025,4608,2,小立加_北京,7.5,0.4,北京,0
MO-250317000561,M0102-2159,20/08/2025,4609,2,小立加_北京,7.5,0.4,北京,0
MO-250317000560,M0102-2159,20/08/2025,4610,2,小立加_北京,7.5,0.4,北京,0
MO-250317000559,M0102-2159,20/08/2025,4611,2,小立加_北京,7.5,0.4,北京,0
MO-250317000558,M0102-2159,20/08/2025,4612,2,小立加_北京,7.5,0.4,北京,0
MO-250317000557,M0102-2159,20/08/2025,4613,2,小立加_北京,7.5,0.4,北京,0
MO-250317000556,M0102-2159,20/08/2025,4614,2,小立加_北京,7.5,0.4,北京,0
MO-250317000555,M0102-2159,20/08/2025,4615,2,小立加_北京,7.5,0.4,北京,0
MO-250317000554,M0102-2159,20/08/2025,4616,2,小立加_北京,7.5,0.4,北京,0
MO-250317000553,M0102-2159,20/08/2025,4617,2,小立加_北京,7.5,0.4,北京,0
MO-250317000552,M0102-2159,20/08/2025,4618,2,小立加_北京,7.5,0.4,北京,0
MO-250317000550,M0102-2159,20/08/2025,4619,2,小立加_北京,7.5,0.4,北京,0
MO-250317000549,M0102-2159,20/08/2025,4620,2,小立加_北京,7.5,0.4,北京,0
MO-250317000739,M0102-2159,21/08/2025,4621,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000738,M0102-2159,21/08/2025,4622,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000737,M0102-2159,21/08/2025,4623,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000736,M0102-2159,21/08/2025,4624,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000735,M0102-2159,21/08/2025,4625,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000734,M0102-2159,21/08/2025,4626,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000733,M0102-2159,21/08/2025,4627,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000731,M0102-2159,21/08/2025,4628,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000730,M0102-2159,21/08/2025,4629,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000729,M0102-2159,21/08/2025,4630,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000728,M0102-2159,21/08/2025,4631,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000727,M0102-2159,21/08/2025,4632,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000726,M0102-2159,21/08/2025,4633,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000725,M0102-2159,21/08/2025,4634,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000724,M0102-2159,21/08/2025,4635,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000723,M0102-2159,21/08/2025,4636,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000722,M0102-2159,21/08/2025,4637,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000721,M0102-2159,21/08/2025,4638,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000720,M0102-2159,21/08/2025,4639,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000719,M0102-2159,21/08/2025,4640,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000718,M0102-2159,21/08/2025,4641,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000717,M0102-2159,21/08/2025,4642,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000715,M0102-2159,21/08/2025,4643,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000714,M0102-2159,21/08/2025,4644,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000713,M0102-2159,21/08/2025,4645,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000712,M0102-2159,21/08/2025,4646,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000711,M0102-2159,21/08/2025,4647,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000710,M0102-2159,21/08/2025,4648,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000709,M0102-2159,21/08/2025,4649,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000708,M0102-2159,21/08/2025,4650,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000706,M0102-2159,21/08/2025,4651,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000705,M0102-2159,21/08/2025,4652,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000704,M0102-2159,21/08/2025,4653,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000703,M0102-2159,21/08/2025,4654,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000702,M0102-2159,21/08/2025,4655,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000701,M0102-2159,21/08/2025,4656,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000700,M0102-2159,21/08/2025,4657,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000699,M0102-2159,21/08/2025,4658,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000698,M0102-2159,21/08/2025,4659,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000697,M0102-2159,21/08/2025,4660,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000696,M0102-2159,21/08/2025,4661,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000695,M0102-2159,21/08/2025,4662,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000694,M0102-2159,21/08/2025,4663,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000693,M0102-2159,21/08/2025,4664,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000692,M0102-2159,21/08/2025,4665,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000691,M0102-2159,21/08/2025,4666,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000690,M0102-2159,21/08/2025,4667,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000689,M0102-2159,21/08/2025,4668,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000688,M0102-2159,21/08/2025,4669,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000687,M0102-2159,21/08/2025,4670,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000686,M0102-2159,21/08/2025,4671,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000685,M0102-2159,21/08/2025,4672,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000684,M0102-2159,21/08/2025,4673,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000683,M0102-2159,21/08/2025,4674,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000682,M0102-2159,21/08/2025,4675,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000681,M0102-2159,21/08/2025,4676,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000680,M0102-2159,21/08/2025,4677,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000679,M0102-2159,21/08/2025,4678,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000678,M0102-2159,21/08/2025,4679,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000677,M0102-2159,21/08/2025,4680,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000676,M0102-2159,21/08/2025,4681,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000675,M0102-2159,21/08/2025,4682,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000674,M0102-2159,21/08/2025,4683,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000673,M0102-2159,21/08/2025,4684,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000672,M0102-2159,21/08/2025,4685,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000671,M0102-2159,21/08/2025,4686,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000670,M0102-2159,21/08/2025,4687,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000669,M0102-2159,21/08/2025,4688,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000668,M0102-2159,21/08/2025,4689,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000667,M0102-2159,21/08/2025,4690,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000666,M0102-2159,21/08/2025,4691,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000665,M0102-2159,21/08/2025,4692,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000664,M0102-2159,21/08/2025,4693,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000663,M0102-2159,21/08/2025,4694,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000662,M0102-2159,21/08/2025,4695,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000661,M0102-2159,21/08/2025,4696,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000660,M0102-2159,21/08/2025,4697,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000659,M0102-2159,21/08/2025,4698,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000658,M0102-2159,21/08/2025,4699,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000657,M0102-2159,21/08/2025,4700,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000656,M0102-2159,21/08/2025,4701,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000655,M0102-2159,21/08/2025,4702,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000654,M0102-2159,21/08/2025,4703,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000653,M0102-2159,21/08/2025,4704,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000652,M0102-2159,21/08/2025,4705,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000651,M0102-2159,21/08/2025,4706,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000650,M0102-2159,21/08/2025,4707,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000649,M0102-2159,21/08/2025,4708,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000648,M0102-2159,21/08/2025,4709,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000647,M0102-2159,21/08/2025,4710,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000646,M0102-2159,21/08/2025,4711,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000645,M0102-2159,21/08/2025,4712,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000644,M0102-2159,21/08/2025,4713,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000643,M0102-2159,21/08/2025,4714,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000642,M0102-2159,21/08/2025,4715,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000641,M0102-2159,21/08/2025,4716,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000640,M0102-2159,21/08/2025,4717,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000639,M0102-2159,21/08/2025,4718,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000638,M0102-2159,21/08/2025,4719,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000637,M0102-2159,21/08/2025,4720,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000636,M0102-2159,21/08/2025,4721,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000635,M0102-2159,21/08/2025,4722,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000634,M0102-2159,21/08/2025,4723,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000633,M0102-2159,21/08/2025,4724,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000632,M0102-2159,21/08/2025,4725,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000631,M0102-2159,21/08/2025,4726,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000630,M0102-2159,21/08/2025,4727,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000629,M0102-2159,21/08/2025,4728,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000628,M0102-2159,21/08/2025,4729,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000627,M0102-2159,21/08/2025,4730,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000626,M0102-2159,21/08/2025,4731,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000625,M0102-2159,21/08/2025,4732,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000624,M0102-2159,21/08/2025,4733,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000623,M0102-2159,21/08/2025,4734,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000622,M0102-2159,21/08/2025,4735,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000621,M0102-2159,21/08/2025,4736,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000620,M0102-2159,21/08/2025,4737,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000619,M0102-2159,21/08/2025,4738,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000618,M0102-2159,21/08/2025,4739,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000617,M0102-2159,21/08/2025,4740,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000616,M0102-2159,21/08/2025,4741,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000615,M0102-2159,21/08/2025,4742,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000614,M0102-2159,21/08/2025,4743,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000613,M0102-2159,21/08/2025,4744,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000612,M0102-2159,21/08/2025,4745,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000611,M0102-2159,21/08/2025,4746,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000610,M0102-2159,21/08/2025,4747,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000609,M0102-2159,21/08/2025,4748,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000608,M0102-2159,21/08/2025,4749,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000607,M0102-2159,21/08/2025,4750,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000606,M0102-2159,21/08/2025,4751,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000605,M0102-2159,21/08/2025,4752,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000604,M0102-2159,21/08/2025,4753,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000603,M0102-2159,21/08/2025,4754,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000602,M0102-2159,21/08/2025,4755,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000601,M0102-2159,21/08/2025,4756,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000600,M0102-2159,21/08/2025,4757,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000599,M0102-2159,21/08/2025,4758,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000598,M0102-2159,21/08/2025,4759,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000597,M0102-2159,21/08/2025,4760,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000596,M0102-2159,21/08/2025,4761,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000595,M0102-2159,21/08/2025,4762,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000594,M0102-2159,21/08/2025,4763,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000593,M0102-2159,21/08/2025,4764,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000592,M0102-2159,21/08/2025,4765,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000591,M0102-2159,21/08/2025,4766,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000590,M0102-2159,21/08/2025,4767,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000588,M0102-2159,21/08/2025,4768,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000587,M0102-2159,21/08/2025,4769,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000585,M0102-2159,21/08/2025,4770,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000584,M0102-2159,21/08/2025,4771,2,立车KV1000_北京,8.6,0.8,北京,0
MO-250317000583,M0102-2159,21/08/2025,4772,2,立车KV1000_北京,8.6,0.8,北京,0
