Job Number,Part Number,Due Date,Priority,Quantity,WorkCenter,Run Time,Setup Time,Place,Customer
MO-250205000550,M0106-003423,15/04/2025,1,1,北村800_北京,27.8,1,北京,2
MO-250205000550,M0106-003423,15/04/2025,1,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000549,M0106-003423,15/04/2025,2,1,北村800_北京,27.8,1,北京,2
MO-250205000549,M0106-003423,15/04/2025,2,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000548,M0106-003423,15/04/2025,3,1,北村800_北京,27.8,1,北京,2
MO-250205000548,M0106-003423,15/04/2025,3,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000546,M0106-003423,15/04/2025,4,1,北村800_北京,13.3,0.5,北京,2
MO-250205000546,M0106-003423,15/04/2025,4,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000545,M0106-003423,15/04/2025,5,1,北村800_北京,13.3,0.5,北京,2
MO-250205000545,M0106-003423,15/04/2025,5,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000544,M0106-003423,15/04/2025,6,1,北村800_北京,13.3,0.5,北京,2
MO-250205000544,M0106-003423,15/04/2025,6,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000543,M0106-003423,15/04/2025,7,1,北村800_北京,13.3,0.5,北京,2
MO-250205000543,M0106-003423,15/04/2025,7,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000542,M0106-003423,15/04/2025,8,1,北村800_北京,13.3,0.5,北京,2
MO-250205000542,M0106-003423,15/04/2025,8,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000541,M0106-003423,15/04/2025,9,1,北村800_北京,13.3,0.5,北京,2
MO-250205000541,M0106-003423,15/04/2025,9,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250205000521,M0101-6347,15/04/2025,10,1,北村800_北京,8.7,0,北京,1
MO-250205000520,M0101-6347,15/04/2025,11,1,北村800_北京,8.7,0,北京,1
MO-250205000519,M0101-6347,15/04/2025,12,1,北村800_北京,8.7,0,北京,1
MO-250205000518,M0101-6346,15/04/2025,13,1,北村800_北京,8.8,0,北京,2
MO-250205000517,M0101-6346,15/04/2025,14,1,北村800_北京,8.8,0,北京,1
MO-250122000002,M0101-6346,15/04/2025,15,1,北村800_北京,8.8,0,北京,1
MO-250116000207,M0106-000575,15/04/2025,16,1,小立加_北京,9.5,2.5,北京,1
MO-250116000206,M0106-000575,15/04/2025,17,2,小立加_北京,19,2.5,北京,1
MO-250116000184,M0101-2375,15/04/2025,18,1,小立加_北京,5.93,0,北京,1
MO-250114000007,M0106-003423,15/04/2025,19,1,北村800_北京,13.3,0.5,北京,2
MO-250114000007,M0106-003423,15/04/2025,19,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250114000006,M0106-003423,15/04/2025,20,1,北村800_北京,13.3,0.5,北京,2
MO-250114000006,M0106-003423,15/04/2025,20,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250114000005,M0106-003423,15/04/2025,21,1,北村800_北京,13.3,0.5,北京,2
MO-250114000005,M0106-003423,15/04/2025,21,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250114000004,M0106-003423,15/04/2025,22,1,北村800_北京,27.8,1,北京,2
MO-250114000004,M0106-003423,15/04/2025,22,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250114000001,M0106-003423,15/04/2025,23,1,北村800_北京,27.8,1,北京,2
MO-250114000001,M0106-003423,15/04/2025,23,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250110000239,M0106-000575,15/04/2025,24,2,小立加_北京,19,2.5,北京,1
MO-250110000238,M0106-000575,15/04/2025,25,3,小立加_北京,28.5,2.5,北京,1
MO-250110000237,M0106-000575,15/04/2025,26,1,小立加_北京,9.5,2.5,北京,1
MO-250108000038,M0106-005308,15/04/2025,27,2,小立加_北京,0,0,北京,1
MO-250108000031,M0106-003423,15/04/2025,28,1,北村800_北京,13.3,0.5,北京,2
MO-250108000031,M0106-003423,15/04/2025,28,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250108000030,M0106-003423,15/04/2025,29,1,北村800_北京,13.3,0.5,北京,2
MO-250108000030,M0106-003423,15/04/2025,29,1,I630柔性线_北京,3.5,0.5,北京,2
MO-250108000022,M0101-4322,15/04/2025,30,1,小立加_北京,0,0,北京,1
MO-241226004300,M0101-4322,15/04/2025,31,1,小立加_北京,0,0,北京,1
MO-241218000009,M0106-003423,15/04/2025,32,1,北村800_北京,0,0,北京,1
MO-241218000007,M0106-003423,15/04/2025,33,1,北村800_北京,0,0,北京,1
MO-250210000021,M0101-8278,15/04/2025,34,1,北村800_北京,5.8,0,北京,1
MO-250209000017,M0106-004311,15/04/2025,35,2,I630柔性线_北京,13.4934,1.6166,北京,2
MO-250209000017,M0106-004311,15/04/2025,35,2,立车KV600_北京,1.8532,0.9333,北京,2
MO-250209000016,M0106-004311,15/04/2025,36,2,I630柔性线_北京,13.4934,1.6166,北京,1
MO-250209000016,M0106-004311,15/04/2025,36,2,立车KV600_北京,1.8532,0.9333,北京,1
MO-250207000622,M0101-6347,15/04/2025,37,1,北村800_北京,8.7,0,北京,1
MO-250207000621,M0101-6347,15/04/2025,38,1,北村800_北京,8.7,0,北京,1
MO-250207000620,M0101-6347,15/04/2025,39,1,北村800_北京,8.7,0,北京,1
MO-250207000619,M0101-6347,15/04/2025,40,1,北村800_北京,8.7,0,北京,1
MO-250207000618,M0101-6347,15/04/2025,41,1,北村800_北京,8.7,0,北京,1
MO-250207000617,M0101-6346,15/04/2025,42,1,北村800_北京,8.8,0,北京,2
MO-250207000616,M0101-6346,15/04/2025,43,1,北村800_北京,8.8,0,北京,2
MO-250207000615,M0101-6346,15/04/2025,44,1,北村800_北京,8.8,0,北京,2
MO-250207000614,M0101-6346,15/04/2025,45,1,北村800_北京,8.8,0,北京,2
MO-250207000613,M0101-6346,15/04/2025,46,1,北村800_北京,8.8,0,北京,2
MO-250207000612,M0101-6346,15/04/2025,47,1,北村800_北京,8.8,0,北京,2
MO-250226001265,M0106-006661,15/04/2025,48,1,I630柔性线_北京,8.5,0,北京,2
MO-250226001264,M0106-006661,15/04/2025,49,1,I630柔性线_北京,8.5,0,北京,2
MO-250226001263,M0106-006661,15/04/2025,50,1,I630柔性线_北京,8.5,0,北京,2
MO-250226001262,M0106-006661,15/04/2025,51,1,I630柔性线_北京,8.5,0,北京,2
MO-250226001261,M0106-006661,15/04/2025,52,1,I630柔性线_北京,8.5,0,北京,2
MO-250226001260,M0106-006661,15/04/2025,53,1,I630柔性线_北京,8.5,0,北京,2
MO-250226001259,M0106-006661,15/04/2025,54,1,I630柔性线_北京,8.5,0,北京,2
MO-250226001258,M0106-006661,15/04/2025,55,1,I630柔性线_北京,8.5,0,北京,2
MO-250226001057,M0106-003423,15/04/2025,56,1,北村800_北京,27.8,1,北京,1
MO-250226001057,M0106-003423,15/04/2025,56,1,I630柔性线_北京,3.5,0.5,北京,1
MO-250226001056,M0106-003423,15/04/2025,57,1,北村800_北京,27.8,1,北京,1
MO-250226001056,M0106-003423,15/04/2025,57,1,I630柔性线_北京,3.5,0.5,北京,1
MO-250226001055,M0106-003423,15/04/2025,58,1,北村800_北京,27.8,1,北京,1
MO-250226001055,M0106-003423,15/04/2025,58,1,I630柔性线_北京,3.5,0.5,北京,1
MO-250226001054,M0106-003423,15/04/2025,59,1,北村800_北京,27.8,1,北京,1
MO-250226001054,M0106-003423,15/04/2025,59,1,I630柔性线_北京,3.5,0.5,北京,1
MO-250226001053,M0106-003423,15/04/2025,60,1,北村800_北京,27.8,1,北京,1
MO-250226001053,M0106-003423,15/04/2025,60,1,I630柔性线_北京,3.5,0.5,北京,1
MO-250226001052,M0106-003423,15/04/2025,61,1,北村800_北京,27.8,1,北京,1
MO-250226001052,M0106-003423,15/04/2025,61,1,I630柔性线_北京,3.5,0.5,北京,1
MO-250226001051,M0106-003423,15/04/2025,62,1,北村800_北京,27.8,1,北京,1
MO-250226001051,M0106-003423,15/04/2025,62,1,I630柔性线_北京,3.5,0.5,北京,1
MO-250226001050,M0106-003423,15/04/2025,63,1,北村800_北京,27.8,1,北京,1
MO-250226001050,M0106-003423,15/04/2025,63,1,I630柔性线_北京,3.5,0.5,北京,1
MO-250226000900,M0101-4577,15/04/2025,64,1,北村800_北京,8,0.6,北京,2
MO-250408001446,M0202-2794,15/04/2025,65,1,哈廷&协鸿_沈阳,3.72,0.42,沈阳,0
MO-250408001446,M0202-2794,15/04/2025,65,1,立车_沈阳,4.34,0.21,沈阳,0
MO-250408001417,M0202-103908,15/04/2025,66,3,哈廷&协鸿_沈阳,4.5,0.08,沈阳,0
MO-250330000626,M0106-002089,15/04/2025,67,2,I630柔性线_北京,33.18,0,北京,0
MO-250330000626,M0106-002089,15/04/2025,67,2,小立加_北京,2.28,0,北京,0
MO-250330000626,M0106-002089,15/04/2025,67,2,立车KV600_北京,3.1266,1.4083,北京,0
MO-250330000625,M0106-002089,15/04/2025,68,2,I630柔性线_北京,33.18,0,北京,0
MO-250330000625,M0106-002089,15/04/2025,68,2,小立加_北京,2.28,0,北京,0
MO-250330000625,M0106-002089,15/04/2025,68,2,立车KV600_北京,3.1266,1.4083,北京,0
MO-250330000590,M0102-3073,15/04/2025,69,1,小立加_北京,1.15,0.3,北京,0
MO-250330000590,M0102-3073,15/04/2025,69,1,立车KV600_北京,11.12,2,北京,0
MO-250328001531,M0106-010048,15/04/2025,70,1,小五轴_北京,4.4,0.4,北京,0
MO-250328001530,M0106-010047,15/04/2025,71,1,小五轴_北京,4.4,0.4,北京,0
MO-250314008259,M0106-006661,15/04/2025,72,1,I630柔性线_北京,4,0,北京,0
MO-250314008257,M0106-006661,15/04/2025,73,1,I630柔性线_北京,4,0,北京,0
MO-250314008255,M0106-006661,15/04/2025,74,1,I630柔性线_北京,4,0,北京,0
MO-250314008253,M0106-006661,15/04/2025,75,1,I630柔性线_北京,4,0,北京,0
MO-250314008251,M0106-006661,15/04/2025,76,1,I630柔性线_北京,4,0,北京,0
MO-250314008249,M0106-006661,15/04/2025,77,1,I630柔性线_北京,4,0,北京,0
MO-250314008247,M0106-006661,15/04/2025,78,1,I630柔性线_北京,4,0,北京,0
MO-250314008245,M0106-006661,15/04/2025,79,1,I630柔性线_北京,4,0,北京,0
MO-250314008243,M0106-006661,15/04/2025,80,1,I630柔性线_北京,4,0,北京,0
MO-250314008241,M0106-006661,15/04/2025,81,1,I630柔性线_北京,4,0,北京,0
MO-250314007874,M0102-3073,15/04/2025,82,1,小立加_北京,1.15,0.3,北京,0
MO-250314007874,M0102-3073,15/04/2025,82,1,立车KV600_北京,11.12,2,北京,0
MO-250306012693,M0106-006254,15/04/2025,83,1,北村800_北京,11.94,0,北京,0
MO-250226001136,M0106-005307,15/04/2025,84,1,小立加_北京,1.9,0.5,北京,1
MO-250226001136,M0106-005307,15/04/2025,84,1,小五轴_北京,1.9,0.5,北京,1
MO-250226001128,M0106-005007,15/04/2025,85,4,北村800_北京,7.2,0.5,北京,1
MO-250226001128,M0106-005007,15/04/2025,85,4,小五轴_北京,1.6,0,北京,1
MO-250226001127,M0106-005007,15/04/2025,86,6,北村800_北京,10.8,0.5,北京,1
MO-250226001127,M0106-005007,15/04/2025,86,6,小五轴_北京,2.4,0,北京,1
MO-250215001094,M0106-005307,15/04/2025,87,2,小立加_北京,1.8,0,北京,1
MO-250215001094,M0106-005307,15/04/2025,87,2,小五轴_北京,3.8,0.5,北京,1
MO-250210000038,M0106-004439,15/04/2025,88,1,小立加_北京,10.6966,0.8917,北京,1
MO-250210000038,M0106-004439,15/04/2025,88,1,立车KV600_北京,10.94,2.5,北京,1
MO-250210000038,M0106-004439,15/04/2025,88,1,小五轴_北京,3.0067,1.9333,北京,1
MO-241026001142,M0101-5428,15/04/2025,89,1,北村800_北京,7.52,0,北京,1
MO-241026001142,M0101-5428,15/04/2025,89,1,I630柔性线_北京,3.91,0.4583,北京,1
MO-241026001139,M0101-5428,15/04/2025,90,1,北村800_北京,13.16,0,北京,1
MO-241026001139,M0101-5428,15/04/2025,90,1,I630柔性线_北京,3.91,0.4583,北京,1
MO-241026001138,M0101-5428,15/04/2025,91,1,北村800_北京,13.16,0,北京,1
MO-241026001138,M0101-5428,15/04/2025,91,1,I630柔性线_北京,3.91,0.4583,北京,1
MO-241026001137,M0101-5428,15/04/2025,92,1,北村800_北京,13.16,0,北京,1
MO-241026001137,M0101-5428,15/04/2025,92,1,I630柔性线_北京,3.91,0.4583,北京,1
MO-241026001136,M0101-5428,15/04/2025,93,1,北村800_北京,13.16,0,北京,1
MO-241026001136,M0101-5428,15/04/2025,93,1,I630柔性线_北京,3.91,0.4583,北京,1
MO-241026001135,M0101-5428,15/04/2025,94,1,北村800_北京,13.16,0,北京,1
MO-241026001135,M0101-5428,15/04/2025,94,1,I630柔性线_北京,3.91,0.4583,北京,1
MO-241026001102,M0101-5428,15/04/2025,95,1,北村800_北京,13.16,0,北京,1
MO-241026001102,M0101-5428,15/04/2025,95,1,I630柔性线_北京,3.91,0.4583,北京,1
MO-250314008237,M0106-006547,15/04/2025,96,1,小立加_北京,0.3,0,北京,0
MO-250314008234,M0106-006547,15/04/2025,97,1,小立加_北京,0.3,0,北京,0
MO-250314008232,M0106-006547,15/04/2025,98,1,小立加_北京,0.3,0,北京,0
MO-250314008230,M0106-006547,15/04/2025,99,1,小立加_北京,0.3,0,北京,0
MO-250314008227,M0106-006547,15/04/2025,100,1,小立加_北京,0.3,0,北京,0
MO-250314008237,M0106-006547,15/04/2025,101,1,立车KV1000_北京,1.92,0.675,北京,0
MO-250314008234,M0106-006547,15/04/2025,102,1,立车KV1000_北京,1.92,0.675,北京,0
MO-250314008232,M0106-006547,15/04/2025,103,1,立车KV1000_北京,1.92,0.675,北京,0
MO-250314008230,M0106-006547,15/04/2025,104,1,立车KV1000_北京,1.92,0.675,北京,0
MO-250314008227,M0106-006547,15/04/2025,105,1,立车KV1000_北京,1.92,0.675,北京,0
MO-250408001417,M0202-103908,15/04/2025,106,3,哈廷&协鸿_沈阳,0.84,0.5,沈阳,0
MO-250328001531,M0106-010048,15/04/2025,107,1,小五轴_北京,0.4,0.2,北京,0
MO-250328001530,M0106-010047,15/04/2025,108,1,小五轴_北京,0.4,0.2,北京,0
MO-250314008259,M0106-006661,15/04/2025,109,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008257,M0106-006661,15/04/2025,110,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008255,M0106-006661,15/04/2025,111,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008253,M0106-006661,15/04/2025,112,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008251,M0106-006661,15/04/2025,113,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008249,M0106-006661,15/04/2025,114,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008247,M0106-006661,15/04/2025,115,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008245,M0106-006661,15/04/2025,116,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008243,M0106-006661,15/04/2025,117,1,I630柔性线_北京,4.5,0,北京,0
MO-250314008241,M0106-006661,15/04/2025,118,1,I630柔性线_北京,4.5,0,北京,0
MO-250226001265,M0106-006661,15/04/2025,119,1,立车KV1000_北京,0.49,0.48,北京,2
MO-250226001264,M0106-006661,15/04/2025,120,1,立车KV1000_北京,0.49,0.48,北京,2
MO-250226001263,M0106-006661,15/04/2025,121,1,立车KV1000_北京,0.49,0.48,北京,2
MO-250226001262,M0106-006661,15/04/2025,122,1,立车KV1000_北京,0.49,0.48,北京,2
MO-250226001261,M0106-006661,15/04/2025,123,1,立车KV1000_北京,0.49,0.48,北京,2
MO-250226001260,M0106-006661,15/04/2025,124,1,立车KV1000_北京,0.49,0.48,北京,2
MO-250226001259,M0106-006661,15/04/2025,125,1,立车KV1000_北京,0.49,0.48,北京,2
MO-250226001258,M0106-006661,15/04/2025,126,1,立车KV1000_北京,0.49,0.48,北京,2
MO-250314008237,M0106-006547,15/04/2025,127,1,立车KV1000_北京,0.7767,0.6917,北京,0
MO-250314008234,M0106-006547,15/04/2025,128,1,立车KV1000_北京,0.7767,0.6917,北京,0
MO-250314008232,M0106-006547,15/04/2025,129,1,立车KV1000_北京,0.7767,0.6917,北京,0
MO-250314008230,M0106-006547,15/04/2025,130,1,立车KV1000_北京,0.7767,0.6917,北京,0
MO-250314008227,M0106-006547,15/04/2025,131,1,立车KV1000_北京,0.7767,0.6917,北京,0
MO-250408001417,M0202-103908,15/04/2025,132,3,哈廷&协鸿_沈阳,2.55,0.01,沈阳,0
MO-250408001442,M0202-1810,15/04/2025,133,1,哈廷&协鸿_沈阳,1.33,0.68,沈阳,0
MO-250306012693,M0106-006254,15/04/2025,134,1,北村800_北京,10.72,0,北京,0
MO-241026001142,M0101-5428,15/04/2025,135,1,北村800_北京,5.64,0,北京,1
MO-250314008237,M0106-006547,15/04/2025,136,1,小立加_北京,0.58,0.3,北京,0
MO-250314008234,M0106-006547,15/04/2025,137,1,小立加_北京,0.58,0.3,北京,0
MO-250314008232,M0106-006547,15/04/2025,138,1,小立加_北京,0.58,0.3,北京,0
MO-250314008230,M0106-006547,15/04/2025,139,1,小立加_北京,0.58,0.3,北京,0
MO-250314008227,M0106-006547,15/04/2025,140,1,小立加_北京,0.58,0.3,北京,0
MO-250314008259,M0106-006661,15/04/2025,141,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008257,M0106-006661,15/04/2025,142,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008255,M0106-006661,15/04/2025,143,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008253,M0106-006661,15/04/2025,144,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008251,M0106-006661,15/04/2025,145,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008249,M0106-006661,15/04/2025,146,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008247,M0106-006661,15/04/2025,147,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008245,M0106-006661,15/04/2025,148,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008243,M0106-006661,15/04/2025,149,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250314008241,M0106-006661,15/04/2025,150,1,立车KV1000_北京,0.49,0.48,北京,0
MO-250226001135,M0106-005307,15/04/2025,151,2,小五轴_北京,1.8,0,北京,1
MO-250321000115,M0106-000575,15/04/2025,152,1,小立加_北京,1,0.5,北京,0
MO-250226001265,M0106-006661,15/04/2025,153,1,立车KV1000_北京,0.81,0.53,北京,2
MO-250226001264,M0106-006661,15/04/2025,154,1,立车KV1000_北京,0.81,0.53,北京,2
MO-250226001263,M0106-006661,15/04/2025,155,1,立车KV1000_北京,0.81,0.53,北京,2
MO-250226001262,M0106-006661,15/04/2025,156,1,立车KV1000_北京,0.81,0.53,北京,2
MO-250226001261,M0106-006661,15/04/2025,157,1,立车KV1000_北京,0.81,0.53,北京,2
MO-250226001260,M0106-006661,15/04/2025,158,1,立车KV1000_北京,0.81,0.53,北京,2
MO-250226001259,M0106-006661,15/04/2025,159,1,立车KV1000_北京,0.81,0.53,北京,2
MO-250226001258,M0106-006661,15/04/2025,160,1,立车KV1000_北京,0.81,0.53,北京,2
MO-250226001135,M0106-005307,15/04/2025,161,2,小五轴_北京,2,0.5,北京,1
MO-250321000115,M0106-000575,15/04/2025,162,1,小立加_北京,0.5,0.5,北京,0
MO-250226000860,M0101-4288,15/04/2025,163,6,I630柔性线_北京,3,1,北京,2
MO-250330000590,M0102-3073,15/04/2025,164,1,小立加_北京,4,0.3,北京,0
MO-250314007874,M0102-3073,15/04/2025,165,1,小立加_北京,4,0.3,北京,0
MO-250314008237,M0106-006547,15/04/2025,166,1,立车KV1000_北京,1.2483,0.4917,北京,0
MO-250314008234,M0106-006547,15/04/2025,167,1,立车KV1000_北京,1.2483,0.4917,北京,0
MO-250314008232,M0106-006547,15/04/2025,168,1,立车KV1000_北京,1.2483,0.4917,北京,0
MO-250314008230,M0106-006547,15/04/2025,169,1,立车KV1000_北京,1.2483,0.4917,北京,0
MO-250314008227,M0106-006547,15/04/2025,170,1,立车KV1000_北京,1.2483,0.4917,北京,0
MO-250205000546,M0106-003423,15/04/2025,171,1,北村800_北京,14.5,0.5,北京,2
MO-250205000545,M0106-003423,15/04/2025,172,1,北村800_北京,14.5,0.5,北京,2
MO-250205000544,M0106-003423,15/04/2025,173,1,北村800_北京,14.5,0.5,北京,2
MO-250205000543,M0106-003423,15/04/2025,174,1,北村800_北京,14.5,0.5,北京,2
MO-250205000542,M0106-003423,15/04/2025,175,1,北村800_北京,14.5,0.5,北京,2
MO-250205000541,M0106-003423,15/04/2025,176,1,北村800_北京,14.5,0.5,北京,2
MO-250114000007,M0106-003423,15/04/2025,177,1,北村800_北京,14.5,0.5,北京,2
MO-250114000006,M0106-003423,15/04/2025,178,1,北村800_北京,14.5,0.5,北京,2
MO-250114000005,M0106-003423,15/04/2025,179,1,北村800_北京,14.5,0.5,北京,2
MO-250330000626,M0106-002089,15/04/2025,180,2,小立加_北京,0.6,0,北京,0
MO-250330000625,M0106-002089,15/04/2025,181,2,小立加_北京,0.6,0,北京,0
MO-250321000115,M0106-000575,15/04/2025,182,1,小立加_北京,4,0,北京,0
MO-250314008103,M0106-005307,15/04/2025,183,4,小五轴_北京,3.6,0,北京,0
MO-250226000858,M0101-2691,15/04/2025,184,2,北村800_北京,7,0.1,北京,1
MO-250226001135,M0106-005307,15/04/2025,185,2,小立加_北京,1.8,0,北京,1
MO-250226000860,M0101-4288,15/04/2025,186,6,I630柔性线_北京,6,0.62,北京,2
MO-250207000647,M0106-000658,15/04/2025,187,1,北村800_北京,4.68,0,北京,1
MO-250314008103,M0106-005307,15/04/2025,188,4,小五轴_北京,4,0.5,北京,0
MO-250226000857,M0101-2691,15/04/2025,189,1,北村800_北京,3.5,0.1,北京,1
MO-250314008259,M0106-006661,15/04/2025,190,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008257,M0106-006661,15/04/2025,191,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008255,M0106-006661,15/04/2025,192,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008253,M0106-006661,15/04/2025,193,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008251,M0106-006661,15/04/2025,194,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008249,M0106-006661,15/04/2025,195,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008247,M0106-006661,15/04/2025,196,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008245,M0106-006661,15/04/2025,197,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008243,M0106-006661,15/04/2025,198,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008241,M0106-006661,15/04/2025,199,1,立车KV1000_北京,0.81,0.53,北京,0
MO-250314008237,M0106-006547,15/04/2025,200,1,立车KV1000_北京,0.32,0.625,北京,0
MO-250314008234,M0106-006547,15/04/2025,201,1,立车KV1000_北京,0.32,0.625,北京,0
MO-250314008232,M0106-006547,15/04/2025,202,1,立车KV1000_北京,0.32,0.625,北京,0
MO-250314008230,M0106-006547,15/04/2025,203,1,立车KV1000_北京,0.32,0.625,北京,0
MO-250314008227,M0106-006547,15/04/2025,204,1,立车KV1000_北京,0.32,0.625,北京,0
MO-250321000115,M0106-000575,15/04/2025,205,1,小立加_北京,4,1.5,北京,0
MO-250226001265,M0106-006661,15/04/2025,206,1,立车KV1000_北京,0.25,0.45,北京,2
MO-250226001264,M0106-006661,15/04/2025,207,1,立车KV1000_北京,0.25,0.45,北京,2
MO-250226001263,M0106-006661,15/04/2025,208,1,立车KV1000_北京,0.25,0.45,北京,2
MO-250226001262,M0106-006661,15/04/2025,209,1,立车KV1000_北京,0.25,0.45,北京,2
MO-250226001261,M0106-006661,15/04/2025,210,1,立车KV1000_北京,0.25,0.45,北京,2
MO-250226001260,M0106-006661,15/04/2025,211,1,立车KV1000_北京,0.25,0.45,北京,2
MO-250226001259,M0106-006661,15/04/2025,212,1,立车KV1000_北京,0.25,0.45,北京,2
MO-250226001258,M0106-006661,15/04/2025,213,1,立车KV1000_北京,0.25,0.45,北京,2
MO-250110000255,M0106-005308,16/04/2025,214,4,小立加_北京,0,0,北京,1
MO-250330000747,M0106-005012,16/04/2025,215,10,小五轴_北京,5,0.6,北京,0
MO-250330000746,M0106-005012,16/04/2025,216,10,小五轴_北京,5,0.6,北京,0
MO-250314008068,M0106-005012,16/04/2025,217,10,小五轴_北京,5,0.6,北京,0
MO-250314008103,M0106-005307,16/04/2025,218,4,小立加_北京,3.6,0,北京,0
MO-250306012693,M0106-006254,16/04/2025,219,1,北村800_北京,4.4083,0.0583,北京,0
MO-250226000860,M0101-4288,16/04/2025,220,6,I630柔性线_北京,4.2,1,北京,2
MO-250314008237,M0106-006547,16/04/2025,221,1,小立加_北京,0.25,0,北京,0
MO-250314008234,M0106-006547,16/04/2025,222,1,小立加_北京,0.25,0,北京,0
MO-250314008232,M0106-006547,16/04/2025,223,1,小立加_北京,0.25,0,北京,0
MO-250314008230,M0106-006547,16/04/2025,224,1,小立加_北京,0.25,0,北京,0
MO-250314008227,M0106-006547,16/04/2025,225,1,小立加_北京,0.25,0,北京,0
MO-250205000514,M0101-4576,16/04/2025,226,4,北村800_北京,12,0.3,北京,2
MO-250226001129,M0106-005007,16/04/2025,227,6,北村800_北京,10.8,0.5,北京,0
MO-250314008259,M0106-006661,16/04/2025,228,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008257,M0106-006661,16/04/2025,229,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008255,M0106-006661,16/04/2025,230,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008253,M0106-006661,16/04/2025,231,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008251,M0106-006661,16/04/2025,232,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008249,M0106-006661,16/04/2025,233,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008247,M0106-006661,16/04/2025,234,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008245,M0106-006661,16/04/2025,235,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008243,M0106-006661,16/04/2025,236,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250314008241,M0106-006661,16/04/2025,237,1,立车KV1000_北京,0.25,0.45,北京,0
MO-250330000747,M0106-005012,16/04/2025,238,10,小五轴_北京,28,0.5,北京,0
MO-250330000746,M0106-005012,16/04/2025,239,10,小五轴_北京,28,0.5,北京,0
MO-250314008068,M0106-005012,16/04/2025,240,10,小五轴_北京,28,0.5,北京,0
MO-250226001112,M0106-004529,16/04/2025,241,6,小立加_北京,1.8,0.3,北京,2
MO-250226001111,M0106-004529,16/04/2025,242,6,小立加_北京,1.8,0.3,北京,2
MO-250330000590,M0102-3073,16/04/2025,243,1,小立加_北京,15.6,0.3,北京,0
MO-250314007874,M0102-3073,16/04/2025,244,1,小立加_北京,15.6,0.3,北京,0
MO-250317000485,M0102-2159,16/04/2025,245,2,小立加_北京,3.8,0.3,北京,0
MO-250317000484,M0102-2159,16/04/2025,246,2,小立加_北京,3.8,0.3,北京,0
MO-250317000483,M0102-2159,16/04/2025,247,2,小立加_北京,3.8,0.3,北京,0
MO-250317000482,M0102-2159,16/04/2025,248,2,小立加_北京,3.8,0.3,北京,0
MO-250317000481,M0102-2159,16/04/2025,249,2,小立加_北京,3.8,0.3,北京,0
MO-250317000480,M0102-2159,16/04/2025,250,2,小立加_北京,3.8,0.3,北京,0
MO-250317000479,M0102-2159,16/04/2025,251,2,小立加_北京,3.8,0.3,北京,0
